"cod","nombre","empresa","categoria","subcategoria","tipo","precio"
7702433327206,"Esmalte Vogue fantasic sueno ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433327169,"Esmalte Vogue fantasic tutu ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433298568,"Esmalte Vogue fantastic agraz ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433322539,"Esmalte Vogue fantastic almendra ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433289580,"Esmalte Vogue fantastic amapola ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433290104,"Esmalte Vogue fantastic amor ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433322645,"Esmalte Vogue fantastic atardecer ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433289849,"Esmalte Vogue fantastic aurora ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433322546,"Esmalte Vogue fantastic avellana ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433318525,"Esmalte Vogue fantastic bahía ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433290517,"Esmalte Vogue fantastic beso ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433298667,"Esmalte Vogue fantastic blaco armino ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433299008,"Esmalte Vogue fantastic blanco armino ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433314237,"Esmalte Vogue fantastic brubuja ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433298476,"Esmalte Vogue fantastic campari ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
